mileage_per_year,model_year,price,car_age,sold
25730,2000,69328.18,24,no
5494,2005,68056.82,19,yes
15639,2011,83516.97,13,no
10978,1999,66666.07,25,no
11818,1998,101508.26,26,yes
21986,1999,102440.97,25,no
8456,2009,41828.9,15,yes
7450,2003,32295.77,21,yes
11835,1998,42434.79,26,yes
11841,2001,56967.11,23,yes
15020,2006,100894.42,18,yes
20682,2001,72423.03,23,no
14315,2012,40774.13,12,yes
9804,1998,9394.31,26,yes
10580,2002,95163.55,22,no
23932,2000,32461.58,24,yes
9427,1999,67778.45,25,no
13746,2006,39570.89,18,yes
8109,2007,39090.87,17,yes
16327,2002,28836.99,22,yes
8529,1999,31530.38,25,yes
18613,2001,28410.89,23,yes
14134,2013,110719.55,11,yes
14807,2004,67014.74,20,yes
13780,2007,37632.72,17,yes
30479,2008,111531.0,16,yes
24382,2000,24357.33,24,yes
10984,1999,73781.91,25,no
17711,2004,46283.41,20,no
8128,2001,56929.97,23,yes
9891,2007,114442.15,17,yes
17814,1998,69065.62,26,no
10069,1998,32632.88,26,yes
6771,2000,24751.8,24,yes
12401,2001,100391.25,23,yes
18175,2005,78984.69,19,no
9547,2004,34992.55,20,yes
30684,2000,92077.75,24,no
5650,2010,83564.49,14,no
15127,2002,70358.13,22,no
9995,2008,83420.74,16,no
19502,2000,30702.06,24,yes
14288,2007,103586.52,17,yes
19790,2001,44398.73,23,yes
12966,2002,25344.91,22,yes
13480,2012,93190.72,12,no
15988,2013,35042.75,11,yes
11954,2007,44418.04,17,no
16630,2012,39075.99,12,yes
7584,2004,69853.21,20,no
10622,2009,85414.15,15,no
8981,2003,94739.89,21,no
16823,2000,87435.79,24,no
13608,2005,83464.47,19,yes
9627,2006,96860.87,18,no
12717,2006,70809.5,18,yes
11247,2006,74917.9,18,no
21050,2013,84978.15,11,no
13967,2006,82356.51,18,no
15874,1999,78404.23,25,no
15897,2003,95495.73,21,no
11075,1999,24542.97,25,yes
10694,1999,37989.48,25,yes
9719,2012,41121.23,12,yes
9873,1998,28418.89,26,yes
10283,1998,67456.03,26,yes
13246,1999,36137.87,25,yes
15418,2006,74023.29,18,no
8681,2007,42170.42,17,no
21381,2004,31365.42,20,yes
15424,2013,98654.58,11,yes
24233,2001,81838.99,23,no
13452,2009,68648.28,15,yes
21899,2010,45384.79,14,yes
11756,2004,40336.12,20,yes
11352,2013,39427.92,11,yes
10766,2000,40960.7,24,yes
21035,2010,36335.57,14,yes
16389,2007,30996.22,17,yes
15540,2001,81327.84,23,no
14577,2006,105024.87,18,no
8214,1999,52152.13,25,no
16360,2002,92997.42,22,no
6856,2000,22850.17,24,yes
11012,2008,46869.16,16,yes
13807,2001,35611.05,23,yes
5741,1998,33912.97,26,yes
17107,2000,52557.61,24,yes
12965,2011,57260.59,13,yes
25147,2001,58780.81,23,no
14247,2000,56483.79,24,yes
4255,2003,63059.13,21,yes
13534,1999,87824.85,25,yes
13762,2003,96524.76,21,yes
22608,2008,76680.19,16,no
8127,2004,25605.88,20,yes
13214,2000,35451.64,24,yes
7948,2016,57130.98,8,yes
15415,2009,84845.61,15,no
14890,2014,46123.38,10,yes
17482,1999,66515.6,25,no
12879,2010,40618.05,14,no
18355,1998,67967.02,26,no
17918,2005,26027.16,19,yes
15519,1999,48826.04,25,yes
16347,1999,44477.26,25,yes
16918,2003,89472.11,21,no
20076,2000,99786.61,24,no
13845,1998,95571.98,26,no
13932,2015,71654.96,9,yes
26770,2008,32607.29,16,yes
13610,2000,47407.95,24,yes
15399,2013,101472.66,11,yes
18950,2014,111897.98,10,no
15520,1999,27930.24,25,yes
22618,1998,92004.38,26,no
16621,1998,50994.85,26,yes
11340,2006,72851.61,18,no
16955,2007,63173.01,17,no
14968,2003,29100.63,21,yes
13278,2004,87563.57,20,yes
14948,2009,53349.77,15,yes
16262,2004,98750.76,20,no
11371,1999,88066.84,25,yes
11228,2004,60175.62,20,no
9404,2009,108313.31,15,no
14353,2003,74124.57,21,no
12846,2009,41371.85,15,yes
10975,2003,104987.51,21,yes
23655,2002,72541.67,22,no
20116,1999,35565.1,25,yes
7635,1999,72858.0,25,yes
8461,2014,77472.94,10,no
12232,2002,30521.58,22,yes
23952,2010,73903.93,14,no
9972,1998,63889.72,26,no
17883,2001,26192.71,23,yes
11887,2007,46665.62,17,yes
12606,2011,29449.19,13,yes
18537,2013,85536.99,11,no
16079,2014,55286.69,10,yes
16228,2005,58141.76,19,no
10697,2005,103423.54,19,yes
10282,1998,98961.33,26,no
16372,2005,64283.93,19,no
20854,2003,87030.56,21,no
17974,2007,57738.14,17,yes
18010,2012,46752.28,12,yes
21102,2007,104620.18,17,no
11791,2006,67296.45,18,no
4985,2011,62485.13,13,no
26541,2005,74371.15,19,no
12496,2006,87820.26,18,no
9248,1998,107181.13,26,no
15341,1999,87670.41,25,yes
16567,2006,82408.37,18,no
11618,1998,37173.57,26,yes
18869,2002,62213.6,22,no
10028,2006,109937.97,18,yes
15327,2003,89536.02,21,no
11393,1999,66401.87,25,no
18835,1999,24544.29,25,yes
9519,2007,92862.84,17,no
8241,1998,43487.98,26,yes
12415,2004,79860.08,20,no
14055,2004,29374.16,20,yes
8105,2002,41181.96,22,yes
17081,1998,88341.08,26,no
11518,2007,77927.2,17,yes
11776,2002,64805.15,22,no
14797,2002,75552.5,22,no
10937,2000,55301.5,24,no
13142,2002,71671.81,22,no
18170,2002,79236.53,22,no
10608,2008,92765.96,16,no
13099,2005,79560.89,19,no
19393,2015,72949.56,9,no
12011,2010,99979.94,14,yes
14855,2004,65567.56,20,yes
11479,2000,65292.29,24,yes
12602,2006,87921.79,18,no
12933,2006,66434.02,18,yes
14857,2008,85052.53,16,yes
17663,2000,33728.05,24,yes
9191,2007,85671.32,17,yes
11205,2005,25952.4,19,yes
17887,2003,86769.56,21,no
12807,2004,63537.29,20,no
21328,2001,32678.3,23,yes
12824,2011,102471.7,13,yes
27106,2004,103687.93,20,yes
24393,2009,74909.36,15,no
13395,2000,30387.46,24,yes
10851,2014,80133.65,10,no
12130,1998,93408.29,26,no
18691,1998,6117.08,26,yes
20605,2000,89500.52,24,no
22095,2006,41987.24,18,yes
10353,1999,17502.34,25,yes
8479,2004,58906.09,20,no
7723,2008,48740.51,16,yes
24113,1998,41805.13,26,yes
9232,2002,71450.35,22,no
9241,2014,79556.77,10,yes
11445,2001,54897.47,23,yes
15112,2006,50641.52,18,yes
29105,2009,73296.62,15,no
14872,1999,12932.78,25,yes
20016,2011,68970.95,13,no
18980,2012,50731.62,12,yes
9219,1999,63739.76,25,yes
19040,2000,86741.97,24,no
13585,1999,78913.81,25,no
8100,1999,33909.97,25,yes
18782,2003,84745.6,21,no
14091,2000,74150.58,24,yes
16715,2000,74395.26,24,no
15114,2012,102865.41,12,no
9643,2002,72149.77,22,yes
23276,1999,98049.53,25,no
22212,2006,97773.26,18,no
15877,2001,77455.61,23,no
10967,2009,64645.57,15,no
14538,1999,11126.56,25,yes
17039,2004,63418.49,20,no
14945,2001,57088.98,23,yes
9046,2006,69010.61,18,yes
18608,1999,105665.45,25,yes
8854,2002,28413.63,22,yes
19717,2004,97092.38,20,no
13503,2000,99168.29,24,no
12288,2010,66802.84,14,no
11518,2016,57554.63,8,yes
13075,1998,67573.66,26,yes
17473,2004,96402.39,20,no
13575,1999,39236.19,25,yes
16434,1998,22820.93,26,yes
19963,2003,53157.04,21,yes
13326,2006,24173.59,18,yes
15737,2000,76210.79,24,no
9017,2011,103811.8,13,yes
11337,2006,79185.04,18,no
9824,2010,77232.01,14,yes
10558,2015,73421.61,9,no
20482,2007,49682.94,17,yes
9581,2006,78606.54,18,yes
5734,2007,78213.31,17,no
14016,2005,79547.66,19,yes
17510,2005,40723.03,19,no
11085,2000,70835.05,24,no
16813,2003,26832.41,21,yes
8040,2002,52424.78,22,yes
14980,2002,54251.34,22,yes
12358,2001,79273.15,23,no
12609,2005,45906.39,19,yes
13704,2006,77376.23,18,no
12614,2004,61785.35,20,no
19843,2004,97212.35,20,yes
13592,2005,82615.02,19,yes
22624,2000,4148.36,24,yes
14608,2007,91598.96,17,yes
20726,2002,45571.59,22,no
12704,1998,88490.67,26,no
22044,2008,93146.01,16,no
14496,1998,43858.16,26,no
11394,1998,70661.85,26,yes
9670,2010,100262.56,14,yes
12334,2008,36258.6,16,yes
15883,2009,85236.69,15,no
8993,2006,27250.95,18,yes
15177,2000,84904.36,24,no
17846,2008,32235.36,16,yes
4215,2000,77314.78,24,no
26373,2012,114361.65,12,yes
11763,2011,75020.18,13,no
14283,2001,75017.41,23,no
17600,1999,98763.6,25,no
8979,2009,49690.35,15,no
15075,2008,65664.78,16,no
11491,1998,100898.5,26,yes
16753,2007,42492.33,17,no
22222,2010,104368.12,14,no
21132,2003,77178.84,21,no
8525,2009,87605.76,15,yes
8695,2002,80254.78,22,no
15512,2008,43504.39,16,no
9735,2005,104329.21,19,yes
15804,2007,47933.29,17,yes
12443,2009,57992.3,15,yes
17012,2008,85890.67,16,no
8710,2010,28008.79,14,yes
5896,2014,36362.82,10,yes
7848,1999,54520.78,25,yes
10423,1998,66429.92,26,yes
9406,2007,97343.92,17,yes
12909,2004,15583.58,20,yes
15933,2000,61608.05,24,no
9785,2005,109348.37,19,yes
8337,2006,111761.23,18,yes
14506,2002,66058.01,22,yes
7309,2002,90391.49,22,no
9004,2004,22033.39,20,yes
15383,2000,78358.84,24,no
9615,2000,41841.7,24,yes
6655,2001,31465.58,23,yes
22462,1999,15692.34,25,yes
11322,2004,48178.23,20,yes
14020,2006,29677.49,18,yes
16895,2005,65542.05,19,no
18548,2002,68953.87,22,no
14206,2008,57074.18,16,yes
22871,2011,80202.74,13,no
9473,2002,30611.21,22,yes
11146,2005,60336.88,19,no
20043,2011,105026.08,13,yes
20938,2011,95418.97,13,no
11759,1999,57142.49,25,yes
14695,2006,50623.63,18,yes
12873,1998,61680.03,26,yes
20241,2003,35415.88,21,yes
11912,1999,25912.88,25,yes
11172,2002,71712.08,22,yes
18365,1999,69206.77,25,no
18566,1998,15441.59,26,yes
25172,2009,93290.15,15,no
15136,2001,29589.69,23,yes
6974,2003,81347.28,21,yes
11955,2002,45162.18,22,yes
11720,2009,104470.66,15,no
11015,2008,101262.0,16,no
9332,2011,114036.24,13,yes
10353,2006,99423.89,18,yes
15439,1998,60938.79,26,no
13700,2001,43165.56,23,yes
14645,2001,23397.24,23,yes
6722,2000,103356.45,24,yes
15174,2007,46089.67,17,yes
11710,1998,15128.65,26,yes
15950,2002,80403.15,22,no
5129,2012,87136.64,12,yes
7848,1999,36867.47,25,yes
9723,2000,82298.25,24,no
8361,2000,66705.22,24,no
16970,1998,45581.19,26,yes
8443,2004,50674.44,20,yes
23782,1999,84331.33,25,no
18549,1998,87877.36,26,no
24528,2002,44574.5,22,no
19047,2004,97240.13,20,no
8901,1999,87278.5,25,no
8197,2004,60124.76,20,no
18890,2003,77793.8,21,no
13114,2002,103610.55,22,no
16434,1998,95213.27,26,no
12953,2000,26866.1,24,yes
17284,2001,58283.65,23,yes
10212,2005,67754.13,19,yes
8531,2012,96162.39,12,no
7694,1999,98845.8,25,yes
20241,2005,103041.35,19,yes
14743,2000,74190.92,24,no
21085,2000,61670.14,24,no
7663,2008,31094.42,16,yes
15235,2004,105690.47,20,no
8325,2005,71266.85,19,yes
17616,1999,27159.12,25,yes
15430,2011,44794.08,13,yes
7734,2006,52592.62,18,no
9744,2003,54538.76,21,yes
12528,2000,86268.82,24,yes
18394,2011,102214.47,13,yes
4417,2009,66785.87,15,yes
16819,2002,36749.95,22,yes
24241,1999,50304.36,25,no
15617,2010,105681.58,14,no
16912,1998,93204.68,26,no
13742,1998,50979.69,26,no
19781,2001,78095.4,23,no
16244,1999,62474.09,25,no
10405,2004,20325.43,20,yes
13022,2015,55515.55,9,yes
6998,2006,27955.06,18,yes
11477,2001,84824.24,23,yes
17656,2003,77937.01,21,no
20039,2002,87932.13,22,no
26200,2000,25011.77,24,yes
12968,2002,49393.4,22,yes
22519,1999,83100.27,25,no
10704,1998,6468.33,26,yes
15052,2001,11612.4,23,yes
14351,2005,84843.49,19,no
19398,2003,91721.9,21,no
6734,2007,43795.08,17,no
14073,2006,35193.52,18,yes
12367,1999,56835.62,25,yes
8882,2002,77940.94,22,no
18285,2005,54632.11,19,yes
15634,2002,60819.4,22,no
28272,2004,66034.7,20,no
25064,1999,49402.83,25,no
8068,2010,37041.4,14,yes
12893,2002,80390.07,22,yes
17194,2005,45658.16,19,yes
14473,2001,107442.61,23,yes
22153,2012,76855.77,12,no
12840,1998,92304.58,26,no
21647,2015,60473.63,9,no
11974,2011,109702.38,13,yes
16285,1998,108765.26,26,yes
8494,2003,50488.71,21,yes
11453,2013,71585.1,11,no
17849,2005,56431.43,19,yes
14225,2001,15053.68,23,yes
19185,2008,89198.68,16,no
7692,1999,85214.97,25,no
16664,1999,55867.47,25,yes
21281,2001,38881.76,23,yes
15774,2007,58618.77,17,yes
20285,2000,79645.34,24,no
18723,2003,70131.25,21,no
10348,2001,82858.58,23,yes
5779,2010,83182.14,14,no
9070,2004,39021.93,20,yes
12714,2005,88508.97,19,no
19299,2001,20275.42,23,yes
17252,2005,103655.07,19,yes
10533,2001,70385.32,23,no
16031,2014,91943.27,10,no
12419,1999,97537.54,25,yes
14281,2001,16463.47,23,yes
20111,2003,80662.89,21,no
6797,2001,111964.55,23,yes
10580,2012,69923.54,12,yes
20501,2003,76861.01,21,no
9744,2006,101959.21,18,yes
16886,2003,92543.29,21,no
15454,1999,83473.61,25,no
12887,2000,89471.55,24,no
8568,2002,75112.66,22,no
10493,2010,38362.54,14,yes
9185,1999,17405.78,25,yes
13044,2007,83277.3,17,yes
13716,2006,54299.52,18,yes
11810,2006,59528.79,18,yes
11020,2010,91354.45,14,no
7725,2014,61507.04,10,yes
6703,2005,65008.48,19,yes
8160,1999,96280.73,25,no
13003,2011,91129.3,13,yes
14359,1998,54778.8,26,yes
15689,2001,57142.66,23,yes
13525,1998,53942.86,26,yes
19175,2013,62446.96,11,no
19829,2005,45144.53,19,no
16419,2004,49862.98,20,yes
8434,2009,99426.38,15,no
11033,1998,51573.85,26,yes
6920,2010,109887.73,14,yes
19116,2008,98810.74,16,no
20041,2002,81182.36,22,no
9221,2010,73701.71,14,no
12887,2002,96430.88,22,no
10205,1998,47308.84,26,yes
10575,2008,102590.22,16,yes
8548,2006,93109.02,18,yes
10453,2016,83548.72,8,no
8264,2001,93853.31,23,no
23540,2005,93252.22,19,no
15586,2008,23900.11,16,yes
19342,2002,29886.44,22,yes
10519,2004,62523.74,20,yes
24756,1999,23295.97,25,yes
16094,2001,11564.05,23,yes
19820,2014,61240.83,10,no
20771,2000,30022.7,24,yes
13521,2004,38211.68,20,yes
6546,1998,74784.54,26,yes
19247,2009,77942.15,15,no
13879,2015,79509.41,9,no
9414,2000,15625.85,24,yes
15365,2001,98524.92,23,no
21917,1999,35031.65,25,yes
13127,2004,36700.87,20,yes
13015,2001,80358.64,23,yes
7456,2007,111492.06,17,no
18421,1999,81737.39,25,no
6901,2003,48019.15,21,yes
20648,2006,101433.89,18,yes
23858,2004,34727.23,20,yes
14545,2012,48039.84,12,yes
19747,2008,52176.1,16,yes
8522,2008,100558.82,16,yes
9001,2004,77380.23,20,no
20797,2005,90327.55,19,no
18680,2002,102088.28,22,yes
10800,2002,90861.06,22,yes
10515,2001,32611.41,23,yes
16414,1998,76406.67,26,no
17376,1999,60510.77,25,no
10615,2000,18436.74,24,yes
12500,1998,27796.72,26,yes
19526,2003,74532.31,21,no
6918,2001,46222.01,23,yes
12462,2010,94032.06,14,no
12993,1999,33230.63,25,yes
12767,2014,68863.32,10,yes
21734,1999,60218.26,25,yes
6680,1999,25729.79,25,yes
7041,2015,87090.31,9,no
15676,2004,109497.05,20,yes
11920,2002,71926.29,22,no
15315,1998,82821.32,26,no
10465,2006,77477.47,18,yes
9766,2015,58911.31,9,yes
16968,2006,87037.83,18,no
21601,2009,95692.02,15,no
8387,1998,67749.59,26,no
11554,2009,98618.41,15,no
20007,2002,70723.31,22,no
24986,2003,71024.29,21,no
13748,2005,98176.6,19,no
7757,1998,41941.81,26,yes
13869,2017,66648.94,7,no
16170,2004,77796.57,20,no
16168,2000,52874.84,24,yes
20232,1998,23722.51,26,yes
11227,2003,83117.55,21,yes
13791,1998,42806.87,26,yes
5905,2003,21351.97,21,yes
8295,2009,57005.29,15,yes
19279,2004,102436.44,20,no
11507,1998,54667.65,26,no
17533,2008,51852.46,16,yes
21814,2002,14207.79,22,yes
7799,2002,71125.79,22,no
12903,2012,65543.06,12,yes
9776,2002,61141.06,22,no
16999,2000,58062.42,24,yes
19821,2005,63163.86,19,no
12109,2006,95976.28,18,yes
14505,1999,63258.5,25,no
4974,1998,52597.8,26,yes
22646,2000,11026.81,24,yes
7807,2009,79016.18,15,no
14592,2005,26075.87,19,yes
24437,2006,45608.5,18,yes
13668,2005,24410.5,19,yes
17979,1998,36613.11,26,yes
21432,2004,55543.87,20,yes
7592,2002,43178.28,22,no
25676,2002,56149.98,22,yes
6569,2000,74283.74,24,no
11817,2003,52538.41,21,yes
5559,2002,58503.4,22,yes
7701,2004,37167.26,20,yes
9076,2008,68817.65,16,no
15599,2010,52450.42,14,yes
10060,2005,92326.55,19,no
10884,2008,91836.46,16,no
16018,2009,71910.43,15,yes
11217,2012,62645.76,12,no
13888,2000,34984.07,24,yes
14523,2002,37197.33,22,yes
8324,2001,75974.67,23,no
13934,2003,56317.17,21,yes
14204,2002,98914.74,22,no
10400,2006,55228.91,18,yes
12193,2002,70520.39,22,yes
9348,2008,67901.58,16,no
15514,1998,21280.49,26,yes
10624,2000,24832.65,24,yes
11888,2012,59902.41,12,yes
10481,1999,110101.05,25,yes
4290,2007,79458.63,17,no
24385,1998,72483.65,26,no
13315,2000,42267.1,24,yes
12252,2002,81931.2,22,no
13937,2008,30050.98,16,yes
9170,2011,94049.27,13,no
11876,2007,82336.21,17,yes
29683,2005,80496.08,19,no
13656,2000,99817.63,24,no
9019,2005,83646.63,19,yes
12413,2004,73689.73,20,yes
7362,2002,18230.11,22,yes
21424,2015,85734.51,9,no
10451,2001,64407.0,23,no
9692,2005,61515.63,19,no
27946,2014,108000.43,10,yes
13238,2004,71955.11,20,yes
12334,1998,39482.84,26,yes
13009,2000,59216.64,24,yes
9851,1998,43821.77,26,yes
13646,2001,41732.94,23,yes
8575,2000,94629.34,24,no
12175,2000,40149.86,24,yes
10704,2007,93504.38,17,yes
13484,2007,40311.82,17,no
24043,2003,45647.53,21,yes
11857,2009,59044.8,15,yes
15330,1998,31164.47,26,yes
19378,2005,44342.75,19,yes
13164,2000,100587.47,24,yes
21374,2008,64857.14,16,no
12243,2009,40003.8,15,yes
14555,2009,33405.66,15,yes
14900,2001,99555.39,23,no
9152,2001,25069.9,23,yes
10408,2013,52685.72,11,yes
13486,2005,109722.11,19,yes
6056,2005,106160.66,19,no
17089,2001,17381.55,23,yes
13208,2006,35844.53,18,yes
16008,1998,72478.5,26,no
11230,2008,92265.06,16,yes
13475,2000,91765.56,24,no
17546,1998,15102.37,26,yes
15874,1999,63111.1,25,no
27282,2011,52310.49,13,yes
20038,2013,53633.21,11,yes
7835,2008,94250.61,16,no
11426,2004,49677.73,20,yes
9910,1999,22312.07,25,yes
20007,2005,102419.6,19,yes
12787,1998,66450.33,26,yes
12981,1999,30078.77,25,yes
10911,2001,38298.19,23,yes
21642,2004,22995.49,20,yes
9318,1998,27388.02,26,yes
11751,2008,31662.03,16,yes
19282,1998,36234.88,26,yes
10306,1999,96435.98,25,yes
9664,2000,60755.9,24,no
14026,2006,28410.92,18,yes
15833,1998,86946.0,26,no
20516,1998,70651.88,26,no
11754,2007,54765.57,17,yes
12086,2011,65605.45,13,no
15702,2000,67311.7,24,yes
12325,2002,49834.43,22,no
16780,2005,71195.67,19,no
20593,2007,41700.61,17,no
11359,2003,63503.6,21,yes
10059,2006,63003.03,18,yes
14216,2008,56180.62,16,yes
16294,2011,69242.85,13,no
10143,2008,58392.0,16,no
18508,2004,50343.63,20,yes
17729,1999,31823.73,25,yes
12115,2011,99103.58,13,yes
21940,2000,42150.71,24,yes
9819,2005,44566.21,19,yes
19625,2002,92551.94,22,no
8985,2011,101666.33,13,no
10232,2001,68208.14,23,no
8832,1998,79157.96,26,no
25880,2002,46081.3,22,yes
14095,1998,78168.96,26,yes
13398,2007,77306.03,17,no
16870,2008,47817.11,16,yes
10533,2000,20792.2,24,yes
12366,2011,52640.43,13,yes
23248,1999,106743.67,25,no
12366,1999,94042.17,25,no
11670,2005,23093.87,19,yes
10018,2006,81415.99,18,no
14599,2007,104154.33,17,yes
16602,1998,28306.99,26,yes
17216,2001,59209.58,23,yes
17071,2003,108021.69,21,no
6139,2007,91497.96,17,yes
7917,2010,85979.5,14,no
30130,1998,94402.97,26,no
22158,2001,46565.24,23,yes
14770,2000,92897.36,24,no
18684,2005,98042.09,19,no
12263,2004,95461.13,20,yes
20223,2011,60230.8,13,no
16195,2000,46299.08,24,yes
14327,2001,15804.47,23,yes
16979,2008,33558.74,16,yes
7202,1998,60463.2,26,yes
9903,2002,54251.45,22,yes
18899,2009,85859.16,15,no
9033,2009,41785.43,15,yes
13022,2012,69246.12,12,yes
11424,2008,32773.82,16,yes
13217,2003,70207.11,21,yes
18495,1999,43259.44,25,yes
17116,2004,68700.6,20,no
9439,2000,71937.67,24,yes
11898,2005,77302.25,19,no
14028,1998,17247.18,26,yes
13867,2002,56782.02,22,yes
7370,2001,37861.44,23,yes
17103,2010,37098.07,14,yes
12823,2002,87001.83,22,no
17571,2002,42874.63,22,yes
14583,2005,62894.79,19,no
8021,2002,98566.7,22,yes
19441,2007,104619.49,17,no
12337,2012,77020.81,12,yes
14653,2008,42090.21,16,yes
19793,2001,54176.2,23,no
15819,2000,97794.8,24,yes
19000,2000,108295.76,24,yes
11476,1998,93444.56,26,yes
10396,2001,27789.95,23,yes
13354,1998,68332.45,26,yes
13548,2001,83012.99,23,yes
9998,2011,47241.59,13,yes
12491,2007,41676.0,17,yes
12519,2003,49084.71,21,yes
13186,2001,64465.44,23,no
7289,2004,34951.8,20,yes
15854,2004,10891.85,20,yes
11994,2006,98502.11,18,yes
20593,2008,52171.5,16,yes
13679,2000,91751.57,24,yes
21055,2002,65238.76,22,no
5598,2000,97757.32,24,no
9755,2002,79660.6,22,yes
13310,2012,63691.59,12,yes
12205,2007,52771.56,17,yes
12267,2003,89060.24,21,yes
11136,2004,76149.23,20,yes
13697,2015,104231.33,9,yes
24761,2001,73988.94,23,no
20357,1999,53351.08,25,yes
12767,2003,34854.69,21,yes
20127,2011,108964.33,13,yes
16298,2006,35196.0,18,yes
13685,1999,77024.82,25,no
18075,2011,49682.36,13,yes
16865,2008,66506.65,16,no
12487,2008,74163.51,16,no
22570,2007,49375.26,17,yes
15664,2003,62793.28,21,no
10503,2005,37276.24,19,yes
9611,2006,49174.32,18,yes
18389,2001,23052.07,23,yes
14475,2011,30194.45,13,yes
9857,2002,94945.21,22,yes
8698,2002,46233.56,22,yes
13056,2005,99381.45,19,no
9899,2002,63521.2,22,yes
20991,2003,89543.2,21,no
13394,2007,105949.77,17,yes
27182,2017,87247.96,7,no
17650,2000,35715.43,24,yes
13363,2014,104676.44,10,yes
15253,2004,39171.9,20,yes
14685,2003,67356.05,21,yes
11525,2003,48178.83,21,yes
18105,1998,22228.46,26,yes
24987,2002,35178.45,22,yes
9953,2000,86775.26,24,no
10878,2003,49775.38,21,yes
16036,2010,93938.82,14,no
10141,1998,55449.03,26,no
16099,2000,42481.06,24,yes
12277,2006,62211.95,18,no
14708,2004,35560.21,20,yes
12021,2001,44834.55,23,yes
13896,2005,67548.67,19,no
11181,2008,45665.02,16,yes
16280,2008,42919.11,16,yes
17803,2000,26043.92,24,yes
9855,2007,64605.87,17,yes
6826,2000,93816.86,24,yes
15689,2008,87763.3,16,no
12004,2004,91736.53,20,no
14479,2008,66464.41,16,yes
11417,2000,90007.25,24,no
9814,2001,38869.12,23,yes
17867,2003,77548.91,21,no
10622,2011,81017.73,13,no
6421,2003,31660.39,21,yes
9763,2003,86113.03,21,yes
14613,2002,26935.08,22,yes
16125,1998,48352.95,26,no
14234,2007,97532.98,17,yes
10715,2002,10000.44,22,yes
30572,2000,25492.0,24,yes
19790,2014,102022.19,10,no
9661,1998,86751.12,26,no
15754,2007,57915.65,17,yes
9090,2012,106842.13,12,yes
15047,2002,19726.83,22,yes
8930,2002,72173.2,22,no
19765,2011,83013.97,13,no
5358,2010,37158.94,14,yes
13386,1999,24897.08,25,yes
10825,2002,75868.0,22,yes
12914,2008,36834.17,16,yes
9784,2013,91226.63,11,no
31870,2002,81098.35,22,no
18623,2004,87118.66,20,no
10383,2005,32078.07,19,yes
13162,1999,70287.19,25,yes
21015,2005,77981.66,19,no
20529,2001,75315.05,23,no
18741,2016,91394.44,8,no
9084,2001,68197.16,23,no
20956,2006,68943.39,18,no
14455,2010,35015.25,14,yes
10462,2006,61645.21,18,no
8464,2001,106963.85,23,yes
11178,2004,56257.43,20,yes
18435,2001,83304.17,23,no
10470,2008,67952.69,16,no
23179,1998,24222.03,26,yes
10768,2015,69134.09,9,no
10334,2006,80873.69,18,no
16904,2009,64793.81,15,no
16693,2001,88354.0,23,no
9540,2012,82225.89,12,no
8564,2004,66059.51,20,no
11929,1999,22826.76,25,yes
18530,2003,45138.48,21,yes
7750,1998,27412.47,26,yes
11967,2002,48725.02,22,yes
23355,1999,67792.16,25,no
23973,1998,46827.55,26,yes
17733,2000,93262.17,24,no
15089,1998,81858.67,26,no
20715,2011,59267.54,13,yes
16230,2012,116210.71,12,yes
8852,2000,51863.7,24,yes
17411,2002,45247.75,22,yes
12299,2000,52649.03,24,yes
10394,2001,25053.03,23,yes
11220,2011,68411.14,13,no
18497,1999,34687.79,25,yes
10869,2008,74758.15,16,no
8474,2001,90845.06,23,yes
9746,1998,38647.16,26,yes
9742,2010,65918.74,14,yes
12690,2010,84671.09,14,yes
22973,2001,59578.75,23,yes
15390,2013,60010.03,11,no
18202,2013,83443.11,11,no
20052,2007,89469.69,17,no
19310,2008,90014.74,16,no
10596,1998,49120.38,26,yes
9160,2001,83022.67,23,yes
22766,2009,33509.54,15,yes
9591,2008,72893.46,16,yes
13644,1998,43288.46,26,yes
16369,1998,67757.38,26,no
20978,2006,54980.62,18,yes
15384,2000,23983.34,24,yes
18833,2013,70453.02,11,no
17577,2000,13338.2,24,yes
11597,1998,48661.0,26,yes
10973,1998,101532.58,26,yes
8215,1999,95403.39,25,yes
12228,2005,43197.96,19,yes
16534,1999,91375.72,25,no
17412,2001,86367.76,23,no
11113,2006,94863.23,18,no
12115,2001,23735.52,23,yes
27047,1998,52015.02,26,no
12234,1999,104156.53,25,yes
15780,2001,88979.88,23,no
12026,1998,50074.14,26,yes
20358,1998,50742.1,26,no
9440,2003,90148.69,21,yes
13237,1999,21600.98,25,yes
12530,2002,76442.43,22,yes
14685,2008,54565.6,16,no
15666,2007,47337.76,17,no
16531,2000,66585.5,24,yes
11620,1999,93222.97,25,yes
17444,2006,86345.8,18,no
11400,2002,43509.69,22,yes
11866,1999,41268.07,25,no
17526,2003,26269.79,21,yes
11818,2005,84302.58,19,no
12691,2005,50101.8,19,yes
16379,1998,9353.32,26,yes
6893,2009,71222.14,15,no
33046,2004,32317.43,20,yes
8610,2010,74276.87,14,no
9258,2010,89366.83,14,yes
15463,2000,29001.23,24,yes
15309,2000,57035.55,24,yes
7003,2005,89173.5,19,no
9906,2010,62473.97,14,yes
8272,2002,81956.85,22,yes
12833,1999,46086.14,25,yes
16846,2003,43893.65,21,yes
7954,1998,27744.34,26,yes
16250,2000,62149.75,24,no
15914,2000,66079.3,24,no
14407,2007,89945.81,17,no
